,Index,Tamil,English
2487,2487,நாளை வாக்கு எண்ணிக்கை..ட்ரோன் மூலம் கண்காணிப்பு..பாதுகாப்பு ஏற்பாடுகள் தயார்..டிஜிபி சைலேந்திர பாபு ,Counting of votes tomorrow..Monitoring by drone..Security arrangements ready..DGP Shailendra Babu
2488,2488,"அரை நிர்வாணமாக்கப்பட்ட திமுக தொண்டர்,முன்னாள் அமைச்சர் ஜெயக்குமார் கைது 10 பிரிவுகளில் வழக்கு"," Arrest of half-naked DMK activist, former minister Jayakumar, case under 10 sections"
2489,2489,இலங்கைத் தமிழர்களுக்கு உதவுங்கள் - முதல்வர் மு.க.ஸ்டாலினிடம் கோரிக்கை வைத்த இலங்கை அமைப்புகள் , Help Sri Lankan Tamils - Sri Lankan Organizations Appeal to Chief Minister M.K.Stalin
2490,2490,வீட்டுக்குள் குவிந்த போலீஸ்.. ஜெயக்குமாரை டிரஸ் மாற்ற விடாததால் மனைவி ஆவேச வாக்குவாதம்.. பரபரப்பு,Police gathered inside the house.. Jeyakumar's wife got into a heated argument because she did not let him change his dress.
2491,2491,கள்ள ஓட்டு போட வந்தவரை பிடித்துக் கொடுத்தது குற்றமா? ஜெயக்குமார் கைது.. எடப்பாடி கண்டனம், Is it a crime to catch someone who came to cast a fake vote? Jayakumar arrested.. Edappadi condemned
2492,2492,Jayakumar: திமுக-வின் அரசியல் காழ்ப்புணர்ச்சி - ஜெயக்குமார் கைது குறித்து கண்டித்த அண்ணாமலை , Jayakumar: DMK's political vandalism - Annamalai condemns Jayakumar's arrest
2493,2493,ஜெயக்குமார் கைது.. பரபரத்த பட்டினப்பாக்கம்.. 4 வீடு தள்ளி இருந்தும் லேட்டாக தம்பிதுரை என்ட்ரி.! , Jeyakumar Arrested.. Parabharatha Pattinappakkam.. 4 Houses away but late entry to Thambidurai.!
2494,2494,Stalin Is More Dangerous ..கண்ணுக்கு கண்..பல்லுக்கு பல் - ஜெயக்குமார் கைது.. டி.ஆர்.பி. ராஜா ட்வீட்!,Stalin Is More Dangerous ..an eye for an eye..a tooth for a tooth - Jayakumar arrested King Tweet!
2495,2495,நம்பர் 1 வீரரை தட்டித் தூக்கிய பிரக்யானந்தா..செஸ்ஸில் செக் வைத்த சிங்ககுட்டிக்கு குவியும் வாழ்த்து.!, Pragyananda who knocked out the number 1 player..Congratulations to the lion who checked in chess.!
2496,2496,ஜெயக்குமார் கைது.. போராட்டத்தில் குதித்த அதிமுகவினர்..ட்விட்டரில் ட்ரெண்டாகும் #WeStandWithJayakumar, Arrest of Jayakumar..AIADMK jumped into protest..Trend on Twitter #WeStandWithJayakumar
2497,2497,முறைகேட்டை மூடி மறைக்க ஜெயக்குமார் கைது.. வன்மையாகக் கண்டிக்கிறோம்.. ஓபிஎஸ் - இபிஎஸ் கூட்டாக அறிக்கை, Arrested Jayakumar to cover up corruption.. Strongly condemn.. OPS-EPS joint report
2498,2498,அமைச்சர் செல்லும் வரை காத்திருந்து..திமுக நிர்வாகி கொடூர கொலை..ரத்த சகதியில் துடித்து அடங்கிய உயிர் ,Waiting for the minister to go.. DMK executive was brutally murdered.. Life was beating in the blood
2499,2499, 5 வார்டுகளில் உள்ள 7 வாக்குச்சாவடிகளில் இன்று மறுவாக்குப்பதிவு.. காலை 7 மணிக்கு தொடங்கியது..! , Re-polling today in 7 polling booths in 5 wards.. started at 7 am..!
2500,2500," ""பூணூல் அறுப்பு"" போராட்ட அறிவிப்பு.. குறி வைத்து தாக்குவதா? கொந்தளித்த தமிழ்நாடு பிராமணர் சங்கம் "," ""Poonul Uppu"" protest announcement. Troubled Tamil Nadu Brahmin Association"
2501,2501,பள்ளிகளுக்கு பறந்த முக்கிய உத்தரவு.. குழப்பம் தீர்ந்தது.. விடுமுறையை அறிவித்தது பள்ளிக்கல்வித்துறை,The main order flown to the schools.. the confusion was resolved.. the school education department announced the holiday
2502,2502,இந்தியாவில் தினசரி கொரோனா பாதிப்பு அதிரடியாக குறைந்தது- குணமடைந்தவர்கள் எண்ணிக்கை உயர்வு," In India, the daily number of corona cases has decreased dramatically - the number of recovered people has increased"
2503,2503,"மோப்பம் பிடித்த உளவுத்துறை.. ஸ்டாலினுக்கு பறந்த ரிப்போர்ட்.. ""இருக்கு.. திமுகவில் கச்சேரி இருக்கு"""," Intelligence sniffed.. report flew to Stalin.. ""There is.. there is a concert at DMK"""
2504,2504,ஷார்ப் கத்தியுடன் நுழைந்த திமுக நபர்.. வாக்குச்சாவடியை நொறுக்கி.. 2 பேரை தட்டி தூக்கிய சென்னை போலீஸ்,DMK man entered with a sharp knife.. Smashed the polling station.. Chennai police knocked out 2 people
2505,2505,இனி டிகிரி படிப்பது ரொம்ப ஈஸி...900 தன்னாட்சி கல்லூரிகளில் ஆன்லைன் பட்டப்படிப்புக்கு யுஜிசி அனுமதி , Studying degree is very easy now...UGC approves online degree program in 900 autonomous colleges
2506,2506,பெட்ரோல் டீசல் விலை: 109-ஆவது நாளாக மாற்றமில்லை - வாகன ஓட்டிகள் ஏமாற்றம்! , Petrol Diesel Prices: No Change For 109th Day - Motorists Disappointed!
2507,2507,ரிசார்ட்களில் விறுவிறு புக்கிங்! கவுன்சிலர்களை கவனிக்க தனிடீம்! பதவிகளை குறிவைக்கும் பிரமுகர்கள்! , Fast booking at resorts! A special team to look after the councilors! Celebrities targeting positions!
2508,2508,கடைசி அஸ்திரத்தை கையில் எடுக்கும் சசிகலா.. வரும் 24-ம் தேதி தோட்டத்தில்.. திக்.. திக்.. அதிமுக,Sasikala will take the last astra in her hands.. on the 24th in the garden..
2509,2509,பெருகிய வெள்ளம்...உருகிய வெல்லம்...காத்திரு பகையே.. கொந்தளிக்கும் எச். ராஜா! , Rising flood...melted jaggery...waiting for enmity..turbulent h. King!
2510,2510,"""ஒற்றைமொழியின் ஆதிக்கம் இருக்காது.."" சர்வதேச தாய்மொழி தினத்தில் முதல்வர் ஸ்டாலின் நறுக் ட்வீட்! "," ""There will be no dominance of monolingualism.."" Chief Minister Stalin's tweet on International Mother Language Day!"
2511,2511,மேயர் என்றால் சும்மாவா! மொத்த செலவையும் ஏற்கனும்! மறைமுகத் தேர்தலில் போட்டியை குறைக்க புதிய ஐடியா! , The mayor is idle! All expenses will be covered! New idea to reduce competition in indirect elections!
2512,2512, நாளை நகர்ப்புற உள்ளாட்சி தேர்தல் வாக்கு எண்ணிக்கை.. மாநில தேர்தல் ஆணையர் முக்கிய ஆலோசனை,Counting of urban local body election votes tomorrow.. State Election Commissioner's important advice
2513,2513,"பஞ்சர் பாஜக.. மாஸ்டர் பிளானில் குதித்த ""தலை""கள்.. தாக்கு பிடிப்பாரா தாக்கரே.. காங்கிரஸ் என்னாகும்?"," Pancher BJP.. ""Heads"" who jumped into the master plan.. Will Thackeray hold the attack.. What will happen to Congress?"
2514,2514,"""கன்பார்ம்டு"".. லகானை சுழட்டும் மு.க. ஸ்டாலின்.. யார் அந்த 3 ""தலை""கள்.. இந்த முறை மிஸ் ஆகாதாம்"," ""Confirmed"". Stalin.. Who are those 3 ""heads"".. This time Miss Aghadam"
2515,2515,தமிழகத்தில் தமிழ்வழிக் கல்வியைக் கட்டாயமாக்குக! தமிழக அரசுக்கு ராமதாஸ் அழுத்தம்! , Make Tamil Education Compulsory in Tamil Nadu! Ramdas pressure on the Tamil Nadu government!
2516,2516, அதிமுக முன்னாள் அமைச்சர் ஜெயக்குமார் உட்பட 40 பேர் மீது வழக்குப்பதிவு.. இது தான் காரணம்,Case against 40 people including AIADMK former minister Jayakumar.. This is the reason
2517,2517,"மேட்டருக்கு வந்த ஜெகத் ரட்சகன்.. ""ராஜா""வின் பிளானும் இதுதான்.. 2 மைத்துனர்களால் தகிக்கும் தாம்பரம்"," Jagat savior who came to Mater.. This is the plan of ""Raja""."
2518,2518,"ஹிஜாப் விவகாரம்: உளவுத் துறை ரிப்போர்ட்! காஞ்சி சங்கர மடம், மற்ற கோயில்களுக்கு 24 மணி நேர பாதுகாப்பு"," Hijab Issue: Intelligence Report! 24 hour security for Kanchi Sankara Mutt, other temples"
2519,2519,பறந்த உத்தரவு.. குடிமகன்கள் தலையில் விழுந்த இன்னொரு இடி.. டாஸ்மாக் விவகாரத்தில் அதிரடி..!, Flying orders.. Another thunderbolt that fell on the heads of the citizens.. Action in the Tasmac issue..!
2520,2520,நாளை விடியும்! உதயசூரியன் உலா வரும்! உள்ளாட்சியிலும் நல்லாட்சி மலரும்! .. முதல்வர் ஸ்டாலின் கடிதம் ,Tomorrow dawns! The rising sun will come for a stroll! Good governance will flourish in the local government! .. Chief Minister Stalin's letter
2521,2521,தொழில் முதலீட்டை ஈர்க்க முதல்வராக முதன்முறையாக துபாய் செல்கிறார் மு.க ஸ்டாலின் , MK Stalin is visiting Dubai for the first time as the Prime Minister to attract industrial investment
2522,2522,பள்ளி மாணவர்களுடன் செல்ஃபி! சிறுவனுக்கு சாக்லேட்! குழந்தைகளை கண்டதும் குதூகலமான முதல்வர் ஸ்டாலின்! , Selfie with school students! Chocolate for the boy! Chief Minister Stalin was happy to see the children!
2523,2523,"அட, நீங்க வேற.. தேர்தல் முறைகேட்டை திசை திருப்ப ஹிஜாப்பை பெருசுபடுத்துறாங்க.. சொல்வது அண்ணாமலை ","Ah, you are different.. They are promoting hijab to divert election fraud.. Annamalai says"
2524,2524,உள்ளாட்சி தேர்தல் -எங்க கிட்ட ஏன் புகார் கொடுக்கிறீங்க? அண்ணாமலைக்கு இந்திய தேர்தல் ஆணையம் பதிலடி , Local Government Election - Why are you complaining to us? Election Commission of India's response to Annamalai
2525,2525,கோவையில் வன்முறையை கட்டவிழ்த்து விட அதிமுக சதித்திட்டம்! அமைச்சர் செந்தில் பாலாஜி பரபரப்பு புகார்! , AIADMK plot to unleash violence in Coimbatore! Minister Senthil Balaji sensational complaint!
2526,2526,வருகிறது புதிய தடுப்பூசி “கோர்பேவாக்ஸ்”..12-18 வயதுக்குட்பட்டவர்களுக்கு செலுத்த மத்திய அரசு ஒப்புதல்,"The new vaccine ""Corbevax"" is coming..The central government has approved giving it to the 12-18 year olds"
2527,2527,2 கோடி பேர் ஓசி ரயிலில் உல்லாச பயணம்..அபராதம் மட்டும் இத்தனை கோடி? வாய் பிளக்க வைக்கும் ரிப்போர்ட் , 2 crore people traveling on OC train. A mouth-watering report
2528,2528,ஹைலைட் + புதுமை.. இந்திய கடற்படை கப்பல்களை ஜனாதிபதி இன்று பார்வையிடுகிறார்.. விசாகப்பட்டினத்தில்..!, Highlight + News.. President visits Indian Navy ships today.. in Visakhapatnam..!
2529,2529,“வலிமை” டிக்கெட் 1000 ரூபாயா..? தியேட்டர் வாசலில் அஜித் ரசிகர்கள் போராட்டம்..மேலாளரை தாக்க முயற்சி.!,"""Strength"" ticket is 1000 rupees..? Ajith fans are protesting at the door of the theater..attempting to attack the manager.!"
2530,2530,திண்டுக்கல்லில் மருத்துவ கல்லூரி மாணவி கழுத்தறுத்து தற்கொலை.. போலீஸ் விசாரணை தீவிரம்! , Dindigul Medical College student commits suicide by hanging.. Police investigation intensified!
2531,2531,தகவல் தொழில்நுட்ப அமைச்சர் மேகபதி கெளதம ரெட்டி மாரடைப்பால் மரணம் - அதிர்ச்சியில் ஆந்திரா! , IT Minister Meghapati Gautama Reddy dies of heart attack - Andhra Pradesh in shock!
2532,2532,"'மாநிலங்களின் ஒன்றியம்தான் இந்தியா..'' மணிப்பூரில் ராகுல் காந்தி பேச்சில் எதிரொலித்த ""ஒன்றிய அரசு"" ","""India is a Union of States..."" Rahul Gandhi's speech in Manipur echoed ""United Government""."
2533,2533,சந்திர சேகர் ராவ்: நரேந்திர மோதிக்கு எதிரான கட்சிகளை ஒருங்கிணைப்பதில் ஸ்டாலினை முந்துகிறாரா கேசிஆர்?, Chandra Shekhar Rao: Is KCR ahead of Stalin in uniting parties against Narendra Modi?
2534,2534,குஜராஜ் பாஜக ட்விட்டரில் முஸ்லிம்கள் தூக்கிலிடப்படுவது போன்று சர்ச்சை கார்ட்டூனை நீக்கிய ட்விட்டர், Gujaraj BJP Twitter Removes Controversial Cartoon of Muslims Being Hanged
2535,2535,அமெரிக்க வரலாறு: மால்கம் எக்ஸ் படுகொலை - 'கொல்லப்படுவோம் என்பது அவருக்கு முன்பே தெரியும்',American History: The Assassination of Malcolm X - 'He Knew He Would Be Killed'
2536,2536,"""வாக்குப்பதிவு இயந்திரங்களை அடித்து நொறுக்குவோம், ஜாக்கிரதை.."" பரபரப்பைக் கிளப்பிய பாஜக எம்பி "," ""Let's smash the voting machines, beware.."" BJP MP who created a stir"
2537,2537, இப்பவே களை கட்டுதே... ஓட்டு எண்ணுவதற்கு முன்னரே கோவாவில் 'ஆள்பிடி’ கோதாவில் குதித்த பாஜக , Weed now...BJP jumps in Goa's 'manpower' Goda before counting of votes
2538,2538,வீடு முழுவதும் விஷவாயு.. கேப்புகளில் வெளியேறாமல் இருக்க செல்லோடேப்! ஒரே குடும்பத்தில் 4 பேர் தற்கொலை,Poisonous gas all over the house.. Cellotape to keep it from escaping in the caps! 4 people commit suicide in the same family
2539,2539,மணிப்பூர்: பிரதமர் மோடி வருகைக்கு இடதுபோராளி குழுக்கள் மீண்டும் எதிர்ப்பு- முழு அடைப்புக்கு அழைப்பு!, Manipur: Left-wing groups again protest PM Modi's visit - call for a complete shutdown!
2540,2540,ரூ139.35 கோடி ஊழல்: 5-வது மாட்டுத் தீவன ஊழல் வழக்கில் லாலு பிரசாத் யாதவுக்கு 5 ஆண்டு சிறை , Rs 139.35 crore scam: Lalu Prasad Yadav gets 5 years in jail in 5th cow fodder scam case
2541,2541,"மணிப்பூர் தேர்தலில் அசத்தும் ""விஐபி.."" எந்த சொத்தும் இல்லாமல் போட்டியிடும் இளைஞர்!"," ""VIP"" in Manipur elections, the young man contesting without any assets!"
2542,2542,ஆரம்பித்த ரஷ்யா! சீறி கிளம்பிய குண்டுகள்! உக்ரைன் எல்லையில் 5 பேர் சுட்டு வீழ்த்தப்பட்டதால் பதற்றம் ,Russia started! Furious bombs! Tension on Ukraine border after 5 people were shot down
2543,2543," உலகம் முழுவதும் தீயாய் பரவும் கொரோனா.. இதுவரை 424,793,352 பேர் பாதிப்பு.. 59,05,835 பேர் பலி"," Corona is spreading wildly all over the world.. So far 424,793,352 people have been affected.. 59,05,835 people have died."
2544,2544, தட்டி தூக்கிய கனடா போலீஸ்! ஒரே நாளில் முடிவுக்கு வந்த டிரக் ஓட்டுநர்கள் போராட்டம்.. என்ன நடந்தது, Knocked off Canadian police! The truck drivers protest that ended in one day.. What happened
2545,2545,"அமெரிக்காவில் ஒரு தமிழ் பள்ளி: ""பள்ளியை நடத்த பெற்றோர்களே ஆசிரியர்கள் ஆனார்கள்"""," A Tamil school in America: ""Parents became teachers to run the school"""
2546,2546, கடைசி நேரத்தில் திட்டத்தை மாற்றும் ரஷ்யா.. நோ பேச்சுவார்த்தை ஒன்லி ஆக்ஷன்? பரபர சாட்டிலைட் படங்கள்,Russia will change the plan at the last moment.. No negotiation Only action? Parapara satellite images
2547,2547," ""உ.பி மக்கள் எனக்கு ஒருபோதும் துரோகம் செய்ய மாட்டார்கள், ஏனென்றால்.."" பிரதமர் மோடி உருக்கம்"," ""People of UP will never betray me because.."" PM Modi melts"
2548,2548, மேடையிலேயே பாஜக நிர்வாகி காலில் விழுந்த பிரதமர் மோடி.. பதறிய தொண்டர்கள்! என்ன நடந்தது? பரபர வீடியோ, Prime Minister Modi fell on the feet of a BJP executive on the stage.. Volunteers panicked! What happened? Exciting video
2549,2549,"காந்தம் போல இழுத்த அகிலேஷ் யாதவ்.. சாரை சாரையாக குவிந்த மக்கள்.. ""கர்ஹால்"" படைத்த புது சாதனை","Akhilesh Yadav pulled like a magnet.. People flocked in droves.. ""Karhaal"" created a new record."
2550,2550,"'ஒன்லி பாகுபலி.. நோ பஜ்ரங்பலி..' - உத்தரப்பிரதேச பிரசாரத்தில் ""பஞ்ச் அடித்த"" அமித்ஷா "," 'Only Baahubali.. No Bajrangbali..' - Amit Shah who ""punched"" in Uttar Pradesh campaign"
2551,2551," ""காங். இல்லாத எதிர்க்கட்சி கூட்டணிக்கு வாய்ப்பே இல்லை.."" ஒரே போடாக போட்ட சிவசேனா.. ஏன் முக்கியம்"," ""There is no chance for an opposition alliance without the Congress.."" Shiv Sena, which has been put as a single party.. Why is it important?"
2552,2552," ""இடிக்குதே"".. பிரகாஷ்ராஜுக்கு அங்கே என்ன வேலை..டக்கென திரும்பி பார்க்கும் பாஜக.. பரபர தேசிய அரசியல்","""Idikude"".. What is the job of Prakashraj there.. BJP is looking back.. Parabara national politics"
2553,2553,அந்தரங்க உறுப்பை காட்டி அத்துமீறிய டிரைவர்.. ஆட்டோவுக்குள்ளேயே கதறிய இளம்பெண்.. என்னாச்சு? , The driver who violated by showing his private parts.. the young girl who cried inside the auto.. what happened?
2554,2554,நகர்ப்புற உள்ளாட்சி தேர்தல் முடிவுகள் 2022 LIVE:மாநகராட்சி4;நகராட்சி 47;பேரூராட்சி 73-ல் பாமக வெற்றி , Urban Local Government Election Results 2022 LIVE: Bamaka Wins in 4 Municipal Corporations; 47 Municipal Corporations; 73 Municipal Corporations
2555,2555,"திருப்பதி ஏழுமலையான் கோவிலில் சுப்ரபாதம், கல்யாண உற்சவ சேவைக்கட்டணங்கள் உயர்வு - பக்தர்கள் கலக்கம் ","Suprapadam, Kalyana Utsava service fees increase in Tirupati Eyumalayan Temple - Devotees upset"
2556,2556,மகா சிவராத்திரி: ராமேஸ்வரம் ஆலயத்தில் கோலாகல கொடியேற்றம் - விரதமிருந்தால் என்னென்ன நன்மைகள் , Maha Shivratri: Flag Hoisting at Rameswaram Temple - What are the Benefits of Fasting?
2557,2557,“டீ குடிக்கும் போது கிளாஸையும் விழுங்கிட்டேன்”.. பீகார் மருத்துவர்களை பதற வைத்த 55 வயது முதியவர்!," ""I swallowed the glass while drinking tea""."
2558,2558," அதுக்குன்னு இப்படியா.. கண்டக்டர் மீது ""கை"" வைத்து.. ரோட்டோரம் தூக்கி வீசி.. வடமாநிலத்தவர் அக்கிரமம்","Is it like this.. putting a ""hand"" on the conductor.. throwing away the rotor."
2559,2559,புதுவையில் புசுபுசு பெர்சியன் பூனை திருட்டு.. விஜய்யின் மாஸ்டர் படத்தின் தாக்கமா? , Busupusu Persian cat theft in Puduvai.. Influence of Vijay's Master movie?
2560,2560,"திருமண சீர்வரிசை! ஆட்டம், பாட்டத்துடன் 9 மாட்டு வண்டிகளில் வந்த தமிழ் புத்தகங்கள்- கலக்கிய கவிஞர்கள்", Wedding sequence! Tamil books that came in 9 bullock carts with atam and padam- mixed poets
2561,2561,முகநூலில் மலர்ந்த காதல்... கடல் கடந்து வந்து காதலனுடன் கரம் கோர்த்த பெண் -சேர்ந்து வாழ்வதில் சிக்கல்,Love blossomed on Facebook... The girl who crossed the ocean and joined hands with her boyfriend - Problems living together
2562,2562,இலங்கை கடற்படையால் கைது செய்ய்யப்பட்ட 21 தமிழக மீனவர்கள் விடுதலை- மேலும் 6 பேர் கைது! , 21 Tamil Nadu fishermen arrested by Sri Lankan Navy released - 6 more arrested!
2563,2563,மனைவியை சுயேச்சையாக நிற்க வைத்த திமுக பிரமுகர்.. இரவில் தங்க காயின் பரிசு.. வாக்காளர்கள் பேரதிர்ச்சி, DMK leader who made his wife stand as an independent.. Gold coin prize at night.. Voters shocked
2564,2564,வயது வித்தியாசம் இருந்தாலும் திருமணம் செய்ய ஒரே காரணம்... மனம் திறந்த கன்னிகா , The only reason to get married despite the age difference is... An open minded girl
2565,2565,இது தெரியாம ரீசார்ஜ் செய்து காசை வீணடித்து விட்டோமே...பிரபல சீரியலை கழுவி ஊத்தும் நெட்டிசன்கள் ,"Without knowing this, we have wasted money by recharging... Netizens who wash away popular serials."
2566,2566,ஆரம்பத்திலே ஜாதக பொருத்தம் சரி இல்லை.. வாழ்க்கை இப்ப ரொம்ப மாறிடிச்சி..மனம் திறந்த கன்னிகா ," In the beginning, the horoscope matching was not right.. Life has changed a lot now.. Open minded Kannika"
2567,2567, வேற மாதிரி கலக்கும் பாலா..பிக் பாஸ் கொடுத்த சிறப்பு பட்டம்.. இந்த வாரம் தரமான சம்பவம் இருக்கு , A different kind of mixing Bala.. a special title given by Bigg Boss.. this week there is a quality incident
2568,2568,டிராக்டரில் விதவிதமான கெட்டப்பில் ராஜலட்சுமி-செந்தில்.. இந்த மாதிரி மாறுவதற்கு இதுதான் காரணமாம்,Rajalakshmi-Senthil in various baddies in Tractor.. This is the reason for this change.
2569,2569,தஞ்சை பள்ளி மாணவி தற்கொலை: சிபிஐ குழு திருச்சி வருகை! வார்டன் சகாய மேரியிடம் விசாரிக்க திட்டம் , Thanjavur school girl suicide: CBI team visits Trichy! The warden plans to interrogate Mary
2570,2570,கரோடு TO கன்னியாகுமரி.. NH 66 நெடுஞ்சாலையால் ஏகப்பட்ட பலன்கள்.. தாமதத்தால் தவிக்கும் மக்கள், Karodu to Kanyakumari.. NH 66 highway benefits many.. People suffering from delay
2571,2571,திருப்பதிக்கு இலவச தரிசன டிக்கெட் வாங்க போறீங்களா?.. அப்ப முதல்ல இதை படிங்க பாஸ்! , Are you going to buy a free darshan ticket to Tirupati?.. then read this pass!
2572,2572,தூத்துக்குடியில் சிங்கம் பட பாணியில் ரூ.30 கோடி போதைப்பொருள் கடத்தல்..8 பேரை தட்டி தூக்கிய போலீஸ் ,Rs 30 crore drug smuggling in Thoothukudi in Singam style..Police nabbed 8 people
2573,2573,ஹிஜாப்பை அகற்றச் சொன்னதில் என்ன தப்பு? முகத்தை மூடி ஓட்டு போட முடியாது.. பொன்.ராதாகிருஷ்ணன் பேட்டி , What's wrong with being told to remove the hijab? You cannot vote with your face covered.. Pon. Radhakrishnan interview
2574,2574,அரியலூர் மாணவி மரணம்.. பாஜகவை ஒதுக்கி தள்ளிய மைக்கேல்பட்டி! தோல்வி அடைந்த வியூகம்! திமுக மாஸ் வெற்றி, Ariyalur student's death.. Michaelpatti who pushed BJP aside! Failed strategy! DMK mass victory
2575,2575,பஜ்ரங்தள் நிர்வாகி கொலையால் தணியாத பதற்றம்..பற்றி எரியும் போராட்டம் மேலும் 2 நாட்களுக்கு தடை உத்தரவு ,Bajrangal executive's murder unabated tension
2576,2576,10 ஆண்டுகள் கழித்து நகர்ப்புற தேர்தல்.. முதல்முறையாக தேர்தலை சந்தித்த மாநகராட்சிகள் எவை? , Municipal elections after 10 years.. Which are the Municipal Corporations that held elections for the first time?
2577,2577," கைலி கூட மாத்த விடல! தகித்த ஜெயக்குமார் மனைவி.. முதல்வர் ஸ்டாலினின் ""அந்த"" ஆர்டர்.. நடந்தது என்ன?"," Not even Kylie! Takitha Jayakumar's wife.. Chief Minister Stalin's ""that"" order.. What happened?"
2578,2578,அப்பாவை வீடு புகுந்து பலவந்தமாக இழுத்து சென்றனர்..ஜனநாயக படுகொலை.. ஜெயக்குமார் மகன் ஜெயவர்தன் ஆவேசம்,Dad was dragged into the house by force.
2579,2579, இன்று தேமுதிகவுக்கு மகிழ்ச்சிகரமான நாளாக அமையுமா? நகர்ப்புற தேர்தல் முடிவுகள் எப்படியிருக்கும்? , Will today be a happy day for Demuthika? What will the results of the urban elections look like?
2580,2580,"கைக்கு வந்தது உளவுத்துறை ""ரிப்போர்ட்"".. லெப்ட்- ரைட் வாங்க போகும் ஸ்டாலின்.. வசமாக மாட்டும் தலைகள்! "," What came to hand was the intelligence ""report"".. Stalin who is going to buy left-right."
2581,2581,வி.ஐ.பி. வேட்பாளர்கள் யார் யார்? சாதிப்பார்களா! சறுக்குவார்களா! மக்கள் அளித்த பரபரப்பு தீர்ப்பு? ,V.I.P. Who are the candidates? Will they succeed? Will they slide! People's sensational verdict?
2582,2582,ஆரம்பமே அசத்தல்.. முதல் டிரெண்ட்டில் திமுக கூட்டணி முன்னிலை வகிக்கிறது.. விறுவிறு முடிவுகள், The beginning is strange.. DMK alliance is leading in the first trend.. Quick results
2583,2583,TASMAC: 1700 டாஸ்மாக் கடைகள் இன்று மூடல்.. வாக்கு எண்ணிக்கையை முன்னிட்டு தேர்தல் ஆணையம் அதிரடி..!, TASMAC: 1700 Tasmac shops will be closed today.
2584,2584,அரைநிர்வாணம் சரியா? அடித்து சொன்ன அரசு தரப்பு! ஜெயக்குமாருக்கு 15 நாள் சிறை -கோர்ட்டில் என்ன நடந்தது,Half nudity right? The government side that beat! Jayakumar 15 days in jail - what happened in court
2585,2585,கோவை மாநகராட்சி தேர்தல்.. வாக்கு எண்ணிக்கைக்கு தடையில்லை.. சென்னை ஐகோர்ட் முக்கிய உத்தரவு, Coimbatore Corporation Election.. No ban on counting of votes.. Madras High Court important order
2586,2586,"""CCTV"".. வீட்டுக்கு வெளியே என்ன நடந்தது? ஜெயக்குமாரை ரகசிய ஸ்பாட்டுக்கு கூட்டி போய்! பரபர நிமிடங்கள்"," ""CCTV"".. What happened outside the house? Take Jayakumar to a secret spot! Exciting minutes"
2587,2587,கோடு போட்ட விஜய்.. ரோடு போட்ட மக்கள் இயக்கத்தினர்.. ஸ்டர்ன்னாகும் கட்சிகள்.. ரிசல்ட் என்ன?,Vijay who crossed the line.. The People's Movement who crossed the road.. The parties that are turning.. What is the result?
2588,2588,"உதயசூரியன் வெளிச்சம் பாயாத ""தெற்கு"".. சட்டசபை தேர்தல்களில் வளைத்து போட்ட அதிமுக.. முழு ரிப்போர்ட் "," ""South"" where the rising sun does not shine.. AIADMK has bent the assembly elections.. Full report"
2589,2589,"ரிசல்ட் வரட்டும்! ""கச்சேரி"" இருக்கு! திமுகவில் விஸ்வரூபம் எடுக்கும் அந்த அமைச்சர்..சிஎம் டீம் ஹாப்பி"," Let the results come! There is a ""concert""! That minister who will take a look in DMK.. Happy CM team"
2590,2590,திமுக வசமான சென்னை மாநகராட்சி... சொல்லி அடித்த முதல்வர் - முதல் பெண் மேயர் யார் , Who is the first woman mayor who was beaten by the DMK-ruled Chennai Municipal Corporation?
2591,2591,நான் ஓடெல்லாம் மாட்டேன்.. வர்றேனு தானே சொல்றேன்.. போலீசாரிடம் மன்றாடிய ஜெயக்குமார் , will not run away.. I will tell you when I come.. Jayakumar pleaded with the police.
2592,2592,"பெரிய ""கை"".. ஆபரேஷன் சக்ஸஸ்.. சென்னையில் உதயநிதியின் ""குட்டி ராஜ்ஜியம்"".. இவர்தான் துணை மேயரா? "," Big ""hand"".. Operation success.. Udayanidhi's ""small kingdom"" in Chennai.. Is this the deputy mayor?"
2593,2593,"ஏங்க.. இதுக்கு என்ன சொல்றீங்க.. ரிசல்ட் நாள் அதுவுமா.. திமுக மீது எடப்பாடி பழனிசாமி வீசிய ""டமார்"""," Longing.. What do you say about this.. Is it the result day.. Edappadi Palaniswami's ""Damar"" on DMK?"
2594,2594,அடப்பாவமே.. தொலைந்து போன சாவிகள்... உடைக்கப்பட்ட பூட்டுக்கள்.. வாக்கு எண்ணிக்கை மையங்களில் பரபரப்பு,Damn it.. lost keys.. broken locks.. commotion at counting centres
2595,2595,திமுக தட்டி தூக்கினாலும்.. விடாமல் துரத்தும் அதிமுக.. எங்கெங்கு வெற்றி தெரியுமா? ட்விஸ்ட் நடக்குமா? , Even though DMK knocks it down.. AIADMK keeps chasing.. Do you know where the victory is? Will there be a twist?
2596,2596,பேரூராட்சிகளில் திமுகவுக்கு ‛டஃப்’ கொடுக்கும் அதிமுக.. பரபரக்கும் கள நிலவரம் , AIADMK gives 'tough' to DMK in municipalities
2597,2597,சிக்ஸர் அடித்த திமுக.. எங்கேன்னு பாருங்க.. வெளிவரும் ஆச்சரிய ரிசல்ட்கள்.. அதிர்ச்சியில் அதிமுக..! , DMK scored six.. Look where.. Surprising results coming out.. AIADMK in shock..!
