,Index,Tamil,English
2276,2276,"""முடியல.. ரொம்ப கஷ்டமா இருக்கு"".. புலம்பிய பிரபல நடிகை கவுதமி.. அதிரடி உத்தரவை பிறப்பித்த ஹைகோர்ட்"," ""I can't.. it's very difficult"".. Famous actress Gautami lamented."
2277,2277,"அரசு பள்ளியில் படித்து.. பாலிடெக்னிக், ஐஐடி செல்லும் மாணவிகளுக்கும் 1000 ரூபாய்.. பிடிஆர் அறிவிப்பு ","1000 rupees for girls studying in government school.. Polytechnic, IIT.. PDR notification"
2278,2278, பருவமழை இழப்பீடு! மத்திய அரசு கைவிரித்துவிட்டது! சட்டப்பேரவையில் அமைச்சர் உடைத்த உண்மை! , Monsoon Compensation! The central government has opened its hands! The Minister broke the truth in the Legislative Assembly!
2279,2279," பாறையையும் உருக வைத்த எஸ்.பி.பி.. ""சர்வே ஜனாஸ்ஸு"" மந்திரத்துடன் அச்சு அசல் எஸ்.பி. பாலசுப்பிரமணியம்"," S.B. which also melted the rock.. Print original S.B. with the mantra ""Survey Janassu"". Balasubramaniam"
2280,2280,இலங்கைத் தமிழர்களுக்கு விரைவில் விடிவுகாலம்.. சட்டசபையில் முதல்வர் ஸ்டாலின் உறுதி , Sri Lankan Tamils will soon be freed.. Chief Minister Stalin assured in the assembly
2281,2281,வலுகட்டாயமாக விவசாயிகளிடம் நிலத்தை அரசு பறிக்காது! அமைச்சர் தங்கம் தென்னரசு மிகத் திட்டவட்டம்! ,The government will not forcibly take away the land from the farmers! Minister Thangam Southern government is very definite!
2282,2282," அப்பாயிண்ட்மென்ட் கேட்டாராமே சசிகலாவை சந்திக்க.. யூடர்ன் எடுத்த ""தலை""...டென்ஷனில் எடப்பாடி பழனிசாமி", He asked for an appointment to meet Sasikala.
2283,2283,ஜக்கி வாசுதேவின் பைக் பயணத்தை காட்டமாக விமர்சித்த இசைக்கலைஞர் டி.எம்.கிருஷ்ணா!, Musician T.M.Krishna criticized Zakki Vasudev's bike trip!
2284,2284,"பணக்கார மண்.. வளர்ந்த மாநிலம்.. இதுதான் தமிழ்நாடு! ""டேட்டாவை"" அடுக்கி பேசிய பிடிஆர்.. என்ன சொன்னார்? ","Rich soil.. Developed state.. This is Tamil Nadu! PDR who talked about ""data""... what did he say?"
2285,2285,Exclusive: ஒசூர் -பெங்களூர் இடையே மெட்ரோ ரயில்! கர்நாடக முதல்வர் தமிழக எம்.பி.யிடம் என்ன சொன்னார்? , Exclusive: Metro train between Hosur-Bangalore! What did the Karnataka Chief Minister say to the Tamil Nadu MP?
2286,2286," 4 ""சாமிகள்"".. ஆரம்பமே பாஜக சுப்பிரமணிய சாமிதான்.. எச்.ராஜாவை பார்த்தீங்களா.. கடைசியிலதான் ஹைலைட்டே"," 4 ""Samys"".. The beginning is BJP's Subramaniam Samy.. Have you seen H. Raja.. The highlight is at the end."
2287,2287,வெறும் 2 நாள் தானே இருக்கு! பட்டென கேப்டன் பொறுப்பை துறந்த தோனி! ஜடேஜாவிடம் தந்தது ஏன்? என்ன காரணம்? ,Only 2 days left! Dhoni suddenly resigned as captain! Why was it given to Jadeja? what is the reason?
2288,2288,தோனி முதல் சிம்பு வரை.. எல்லோரும் இந்த டீ ஷர்ட்டை அணிவது ஏன்? இவ்வளவு விலையா? அப்படி என்ன சிறப்பு? , From Dhoni to Simbu.. why everyone wears this tee shirt? Is it so expensive? So what's so special?
2289,2289,ராஜீவ் காந்தி கொலை வழக்கு.. நளினியின் விடுதலை மனு! விசாரணைக்கு பட்டியலிட உயர்நீதிமன்றம் உத்தரவு!, Rajiv Gandhi murder case.. Nalini's petition for release! High Court ordered to list for investigation!
2290,2290,"பொள்ளாச்சிக்கும் ஆசிபாவுக்கும் பொங்கிய உடன்பிறப்புக்கள் ""விருதுநகருக்கு"" மவுனம் ஏன்? கஸ்தூரி கேள்வி ","Pollachi and Asifa's furious siblings, why silence for ""Virutunagar""? The musk question"
2291,2291,கலைஞர் மட்டும் இருந்திருந்தால்.. அருகில் சென்ற துரைமுருகன்.. டக்கென எழுந்த ஸ்டாலின்.. ஒரே நெகிழ்ச்சி, If only the artist was there.. Duraimurugan who went near.. Stalin who woke up.. the only resilience.
2292,2292,கறுப்பு சிவப்பு மார்டன் டிரஸ்.. துபாய்க்கு ஸ்டைலாக கிளம்பிய முதல்வர் ஸ்டாலின்.. ஸ்டைலே மாறிப்போச்சே , Black red Marten dress.. Chief Minister Stalin left for Dubai in style.. Style changed.
2293,2293,"காமராஜர் பெயரில் ரூ.1,000 கோடியில் சூப்பர் திட்டம்! சட்டசபையில் அறிவித்த நிதியமைச்சர் பி.டி.ஆர்.! ","1,000 crore super project in the name of Kamaraj! Finance Minister BDR announced in the Assembly!"
2294,2294,ஈழத்தமிழர்களுக்கு அரணாக நிற்போம்! பாவம் அவர்கள்! மன்றாடிக் கேட்கும் வேல்முருகன்! , Let's stand as a fortress for Elamites! Shame on them! Velmurugan begging!
2295,2295,"கேப்டன் பதவியை.. ""தானா விட்டுக் கொடுத்த தானைத் தலைவர் தோனி.."" அலறியடித்து வந்த அதிரி புதிரி மீம்ஸ் "," Athiri Puthri memes that screamed ""Dhoni, the leader who gave up the captaincy"""
2296,2296,சிறுநீர் சேட்டை வழக்கு.. டாக்டர் சுப்பையாவுக்கு ஜாமீன்! விசாரணைக்கு ஆஜராக சென்னை ஹைகோர்ட் உத்தரவு,Urine prank case.. Bail for Dr. Subbiah! Madras High Court order to appear for investigation
2297,2297, கனிமொழியே சூப்பரா நடத்துனாங்களே! நம்ம ஊரு திருவிழா.. வெடித்து கிளம்பும் ஆதங்கம்! பரவும் அந்த ஆடியோ! , Kanimozhi is a super conductor! Our town festival. The audio that spreads!
2298,2298,அருமைத் தம்பி பி.டி.ஆர்.! வேங்கையின் மைந்தன் எம்.ஆர்.கே.! மனம் திறந்து பாராட்டிய முதலமைச்சர்! , Dear brother PDR! Vengai's brother-in-law MRK! The Chief Minister who opened his heart and praised!
2299,2299,இலங்கையில் தவிக்கும் தமிழர்கள்! பசி பட்டினி! சட்டப்பேரவையில் குரல் கொடுத்த விஜயதரணி! ,Tamils suffering in Sri Lanka! Hungry starving! Vijayatharani who spoke in the Legislative Assembly!
2300,2300,ஜெயலலிதா மரணம்.. ஆறுமுகசாமி ஆணையம் எடப்பாடி பழனிசாமியை விசாரிக்க வேண்டும்! சீறிய பெங்களூர் புகழேந்தி, Jayalalitha's death.. Arumugasamy commission should investigate Edappadi Palaniswami! Siraiya Bangalore is popular
2301,2301,ஓபிஎஸ் பேசும் போதே.. பேப்பரை தூக்கி எறிந்து வெளியேறிய பிடிஆர்? அதிமுக பரபர குற்றச்சாட்டு.. பின்னணி, While OPS was talking.. PDR threw away the paper and left? AIADMK Allegation.. Background
2302,2302,சைவ ஹோட்டல்களில் மட்டுமே.. இனி அரசு பேருந்துகளை நிறுத்த வேண்டும்! தமிழக அரசு திடீர் அறிவிப்பு,Only in vegetarian hotels.. Govt buses should be stopped now! Tamil Nadu government sudden announcement
2303,2303,ஜம்மு காஷ்மீரில் ஆர்டிகிள் 370 நீக்கம்.. தீவிரவாத ஆட்சேர்ப்பு குறைவு .. சொல்கிறார் நிர்மலா சீதாராமன், Abolition of Article 370 in Jammu and Kashmir .. less terrorist recruitment .. says Nirmala Sitharaman
2304,2304,பல பாகிஸ்தான்களை உருவாக்க பாஜக விரும்புகிறது.. எதற்காக “தி காஷ்மீர் பைல்ஸ்”.. மெகபூபா முப்தி காட்டம், BJP wants to create multiple Pakistans.. Why “The Kashmir Piles”.. Meghbooba Mufti Gattam
2305,2305,இரட்டை இலை சின்னம் பெறுவதற்காக லஞ்சம்...டெல்லி ஹைகோர்ட்டில் விறுவிறுப்படையும் வழக்கு ,Bribery to get double leaf symbol...a case in Delhi High Court
2306,2306,அவங்க பயங்கரவாதத்தின் ஒரு அங்கம்! காஷ்மீர் பைல்ஸை எதிர்ப்பவர்களை விளாசும் இயக்குனர் அக்னிஹோத்ரி! , They are part of terrorism! Director Agnihotri blasts those who oppose the Kashmir Piles!
2307,2307,125 வயதிலும் உடம்பை ஆரோக்கியமாக வைத்துள்ள யோகா குரு! சாப்பாடு சீக்ரெட் என்ன தெரியுமா?, A yoga guru who has kept his body healthy even at the age of 125! Do you know the secret of the meal?
2308,2308,ஜே.என்.யு. மாணவர் உமர் காலிதுக்கு ஜாமீன் மறுப்பு... டெல்லி வன்முறை வழக்கில் தொடரும் சிறைவாசம் , JNU Bail denied to student Umar Khalid... Jail term continues in Delhi violence case
2309,2309,டெல்லியில் பெண் போல உடை அணிந்து.. பேருந்தில் பயணித்த இளைஞர்.. ஓ இது தான் காரணமா.. குபீர் வீடியோ,Young man dressed as a girl in Delhi.. traveling in a bus.. oh is this the reason.. Kubir Video
2310,2310,ஏர்போர்ட்டிற்கே சென்று வரவேற்ற இந்திய தூதர் அமன் பூரி! பிஎம்டபிள்யூ காரில் கெத்தாக கிளம்பிய ஸ்டாலின், Indian Ambassador Aman Puri went to the airport to welcome him! Stalin left for Ketah in a BMW car
2311,2311,": ""நான் சாக விரும்பவில்லை என கதறிய 5 வயது சிறுமி"" - மேரியோபோல் பெண்ணின் கண்ணீர் சாட்சியம்"," : ""A 5-year-old girl who screamed that she didn't want to die"" - tearful testimony of a Mariopol girl"
2312,2312,தமிழக சட்டமன்றம் முதல் மேற்கு வங்க கலவரம் வரை - இன்று காலையில் கவனிக்க வேண்டிய செய்திகள், From Tamil Nadu Legislative Assembly to West Bengal Riots - News to watch out for this morning
2313,2313,"""ஐபோன் 13"".. உத்தரகாண்ட் முதல்வர் பதவி ஏற்பு விழாவில்.. அமைச்சருக்கு நேர்ந்த சம்பவம்.. அடக்கடவுளே!","""iPhone 13"".. In Uttarakhand Chief Minister's swearing-in ceremony.. What happened to the minister.. Oh God!"
2314,2314,சுங்கச்சாவடி கட்டண வசூலில் விதிமீறலா? சென்னை புறநகரில் கொதித்து எழும் உள்ளூர்வாசிகள், Irregularity in toll collection? Local residents in the suburbs of Chennai
2315,2315,தனுஷ்கோடின்னு சொல்லி இறக்கினாங்க... நடுக்கடல் - கைக்குழந்தையுடன் தவித்த தம்பதி , They called Dhanushkodi and killed them...Midkadal - Distressed couple with infant
2316,2316, ‛அல்லாஹு அக்பர்’ கோஷமிட்ட முஸ்கான்! ஹிஜாப் தடையால்.. தேர்வு எழுதாமல் புறக்கணிப்பு!, Muskaan chanted 'Allahu Akbar'! Because of the ban on hijab.
2317,2317,சென்னை சூப்பர் கிங்ஸ் அணியின் கேப்டன் பொறுப்பிலிருந்து விலகுகிறார் தோனி,Dhoni steps down as Chennai Super Kings captain
2318,2318,லெப்ட்.. ரைட் மட்டும்தான்.. நடுநிலை என்பதே கிடையாது! - இயக்குநர் வெற்றிமாறன் பளீர் பேச்சு! , Left.. Right only.. There is no neutral! - Director Vetrimaran's speech!
2319,2319,"""யாரையும் விட மாட்டேன்!"" வங்கத்தில் குழந்தைகள் உட்பட 8 பெண்கள் உயிருடன் எரித்து கொலை! பாயும் மம்தா"," ""I won't let anyone go!"" 8 women including children were burnt alive in Bengal! Flowing Mamata"
2320,2320,உக்ரைன் விவகாரம்: ஐநா பாதுகாப்பு கவுன்சிலில் ரஷ்யா தீர்மானம் தோல்வி , Ukraine issue: Russia resolution fails in UN Security Council
2321,2321,ஐநா பாதுகாப்பு கவுன்சிலில் ரஷ்யா தீர்மானம்.. இந்தியா வாக்களிக்காமல் புறக்கணிப்பு! ,Russia's resolution in the UN Security Council.. India boycotted by not voting!
2322,2322,ஒரே போடு! ஐரோப்பாவை திக்கி திணறடித்த புடின்.. ரஷ்யாவிடம் அடிபணிய வேண்டிய கட்டாயம்! என்ன நடந்தது? ," Just put it! Putin, who has choked Europe, is forced to submit to Russia! What happened?"
2323,2323,"அணுவை தொட்டார்கள்.. அவ்வளவுதான்! ரஷ்யாவிற்கு எதிராக ""டைகர் டீமை"" களமிறக்கிய அமெரிக்கா! பெரிய பிளான் "," They touched the atom.. that's all! The United States fielded the ""Tiger Team"" against Russia! Big plan"
2324,2324,"தப்பு பண்ணிட்டார்.. புடினை விட்டு விலகிய ""லெப்ட் ஹேண்ட்"".. ரஷ்ய அதிபரின் ஆலோசகர் ராஜினாமா! ஏன்?","He made a mistake.. ""Left hand"" who left Putin.. Russian president's adviser resigned! Why?"
2325,2325,கூடுதல் பலத்துடன் வந்த வட கொரியா! திடீரென ஏவுகணை சோதனை.. அதிர்ச்சியடைந்த அண்டை நாடுகள் , North Korea came with extra strength! A sudden missile test.. Shocked neighboring countries
2326,2326,"""ரஷ்யாவின் கெமிக்கல் ஆயுதங்கள்..!""கையில் பட்டாலே தீக்காயம்..பகீர் கிளப்பும் உக்ரைன் அதிபர் ஜெலன்ஸ்கி"," ""Russia's chemical weapons..!"""
2327,2327,திடீர் பயணம்! இந்தியா வந்தடைந்தார் சீன வெளியுறவு துறை அமைச்சர் வாங் யீ.. ஏன் முக்கியம் தெரியுமா,Sudden trip! Chinese Foreign Minister Wang Yi arrived in India.. Do you know why it is important?
2328,2328,அடேங்கப்பா! சைக்கிள் மலை தெரியுமா? - 500 சைக்கிள்களை திருடி குவித்து வைத்த 54 வயது கொள்ளையன் கைது , Atengappa! Do you know Bicycle Hill? - A 54-year-old thief who stole and hoarded 500 bicycles was arrested
2329,2329,அம்மாவை வந்து பாருடா! உன் நினைப்பிலேயே இருக்காங்க! ஆதித்யநாத்திடம் சகோதரி உருக்கம்! , Don't come and see your mother! They are in your thoughts! Sister melts to Adityanath!
2330,2330,உபி முதல்வராக நாளை பதவியேற்கும் யோகி ஆதித்யநாத்.. பிரம்மாண்ட விழாவில் பிரதமர் மோடி பங்கேற்பு, Yogi Adityanath will be sworn in as the Chief Minister of UP tomorrow.. PM Modi will participate in the grand function.
2331,2331,Sri lanka Crisis: 1980 ஆம் ஆண்டுக்கு பிறகு மீண்டும் அகதிகளாகும் இலங்கை மக்கள்.. தமிழகத்தில் தஞ்சம்!,Sri lanka Crisis: After 1980 Sri Lankan people who are refugees again.. Shelter in Tamil Nadu!
2332,2332,காவி ஷாலை நீக்கிவிட்டு போங்க! காஷ்மீர் பைல்ஸ் திரையிடப்பட்ட தியேட்டரில் சர்ச்சை! பாஜக விமர்சனம், Get rid of the saffron shawl and go! Controversy in the theater where Kashmir Piles was screened! BJP Criticism
2333,2333, முதல் பெண் அமெரிக்க வெளியுறவு செயலாளர் மேடலின் ஆல்பிரைட் காலமானார்.. தலைவர்கள் இரங்கல்," Madeleine Albright, the first female US Secretary of State, has passed away.. Leaders mourn"
2334,2334,குரு பெயர்ச்சி பலன் 2022: மீன ராசியில் ஆட்சி பெற்று அமரும் குருவினால் யாருக்கெல்லாம் பாதிப்பு , Guru Pairchi Balan 2022: Who will be affected by Guru ruling in Pisces?
2335,2335,குரு பெயர்ச்சி 2022: குருவின் பார்வையால் கோடீஸ்வர யோகம் பெறப்போகும் ராசிக்காரர்கள் நீங்கள்தான் ,Guru Pairchi 2022: You Are The Zodiac Sign Who Will Get Millionaire Yoga With Guru's Vision
2336,2336,ராகு கேது பெயர்ச்சி 2022: வேலையில் புரமோசன்... குடும்பத்தில் குதூகலம் - யாருக்கு தெரியுமா , Rahu Ketu transit 2022: promotion at work... prosperity in family - who knows
2337,2337,வைகையில் இறங்க வரப்போகும் கள்ளழகர் - களைகட்டப்போகும் மதுரை சித்திரை திருவிழா ," Madurai Chitrai Festival, which is about to descend on Kallaghar - Weeding in Vaigai"
2338,2338,தொடரும் அட்டூழியம்! நள்ளிரவில் சுற்றி வளைத்த இலங்கை கடற்படை.. 16 தமிழ்நாடு மீனவர்கள் கைது! , Continued atrocities! Sri Lankan Navy surrounded at midnight.. 16 Tamil Nadu fishermen arrested!
2339,2339,இலங்கை நெருக்கடி : ரணிலிடம் மன்னிப்புக் கேட்ட கோட்டாபய - என்ன நடந்தது?,Sri Lanka crisis: Gotabaya apologizes to Ranil - what happened?
2340,2340,பிரசாதம் கேட்டதற்கு அடி உதை... அலறிய முதியவர்.. சிதம்பரம் நடராஜர் கோவிலில் தீட்சிதர்களிடையே மோதல் , Old man kicked for asking for prasad.
2341,2341,எங்கும் நிறைந்திருக்கும் என் அன்பனே.. விஜே ஆனந்த கண்ணனின் மனைவி போட்ட பதிவு.. ரசிகர்கள் கண்ணீர்! , My dear who is everywhere.. VJ Ananda Kannan's wife's post.. Fans are in tears!
2342,2342,ப்பா சூப்பர் வுமன்தான்.. 101 வயதில் தஞ்சையை கலக்கும் மூதாட்டி! இவரை விட வேற இன்ஸ்பிரேஷன் தேவையில்லை!, Papa is a super woman.. Old lady who stirs Tanjore at the age of 101! No other inspiration is needed than him!
2343,2343,"ஆச்சரியம், ஆனால் உண்மை! பைக் மீது மோதியதால் உயிர் தப்பிய கேரள சிறுவன்... எப்படி தெரியுமா? ","Surprising, but true! Kerala boy survived after hitting a bike... Do you know how?"
2344,2344,ஜெயக்குமாரை பார்த்ததுமே.. பதறி எழுந்த எஸ்.ஐ.. அடுத்து நடந்ததுதான் விவகாரமே.. ஹாட் திருச்சி, Seeing Jayakumar.. SI panicked.. What happened next was the affair.. Hot Trichy
2345,2345, உடம்புக்கும் மனதுக்கும் மகிழ்ச்சி அளிப்பதுதான் ஆரோக்கியமான பொழுதுபோக்கு - பாலமுருகன் , A healthy pastime is one that pleases the body and mind - Balamurugan
2346,2346,"வேலூர் பாலியல் வழக்கில் 5 பேர் கைது, 3 போலீசார் ஆயுதப்படைக்கு மாற்றம்! ஆன்லைனிலும் புகார் தர ஏற்பாடு"," 5 arrested in Vellore rape case, 3 policemen transferred to armed forces! Provision of online complaint also"
2347,2347,"விருதுநகர் பலாத்கார சம்பவம்.. ஹரிஹரன், ஜுனைத் தவிர வேறு அரசியல் புள்ளிகளுக்கும் தொடர்பு? ","Virudhunagar Rape Incident.. Hariharan, other political points apart from Jun?"
2348,2348,விருதுநகர் பாலியல் கொடுமையை கண்டித்து அண்ணாமலை தலைமையில் பாஜக ஆர்ப்பாட்டம்.. சசிகலா புஷ்பா பங்கேற்பு, Annamalai led BJP protest against Virudhunagar sexual violence. Sasikala Pushpa participated
2349,2349, ராகு கேது பெயர்ச்சி 2022: கனவுகள் நனவாகும் காலம்... யாருக்கு கை கூடி வரப்போகிறது தெரியுமா? , Rahu Ketu Transit 2022: Time for dreams to come true... Who knows who's going to join hands?
2350,2350,குரு பெயர்ச்சி 2022: குருபகவானால் விபரீத ராஜயோகம் பெறப்போகும் ராசிக்காரர்கள் நீங்கள்தான் , Guru Bairchi 2022: You are the zodiac sign people who will get perverse Rajayoga by Guru Bhagavan
2351,2351,"ஆர்எஸ்எஸ்ஸில் விரைவில் முஸ்லிம், கிறிஸ்தவர்கள்! காங்., பாஜக இடையே விவாதம்! கர்நாடக சட்டசபையில் அனல்","Soon Muslims, Christians in RSS! Discussion between Congress and BJP! Anal in the Karnataka Assembly"
2352,2352,முன்னாள் எம்எல்ஏக்களுக்கு ஒருமுறை மட்டுமே ‛பென்சன்’; பஞ்சாப் முதல்வர் பகவந்த் மான் அதிரடி , ‛Benson' only once for former MLAs; Punjab Chief Minister Bhagwant Mann is in action
2353,2353, பஸ் ஸ்டிரைக்... ஆப்சென்ட் போட்டு சம்பளப்பிடித்தம் செய்வோம் - அமைச்சர் ராஜ கண்ணப்பன் எச்சரிக்கை , Bus strike... We will collect salaries by putting them on absenteeism - Minister Raja Kannappan warns
2354,2354,பிளாக்மெயில் பண்றீங்களா? தேர்தல் நெருங்கிருச்சுல... அதான்! - கர்நாடக அரசுக்கு ராமதாஸ் கண்டனம் ,Do you blackmail? The election is near... that's it! - Ramadoss Condemnation of Karnataka Govt
2355,2355," ஸ்ட்ரெயிட்டா திமுகவை அட்டாக் செய்த ராமதாஸ்.. ""இன்னும் என்னென்ன சீரழிவை பார்க்க ஆசை?"".. ஒரே போடு"," Ramadas who attacked DMK straight.. ""What more degradation do you want to see?"".. Just put it."
2356,2356,நள்ளிரவு நேரம்... சைக்கிளில் இணை ஆணையர் திடீர் விசிட்...அதிர்ந்த இரவு காவலர்கள் , Midnight time... Sudden visit by Deputy Commissioner on bicycle... Shocked night guards
2357,2357,உத்தரகாண்டில் பொது சிவில் சட்டம்! இது நாட்டின் எதிர்காலத்துக்கு நல்லதல்ல! ஜவாஹிருல்லா கண்டனம்! , General Civil Code in Uttarakhand! This is not good for the future of the country! Jawahirullah Condemned!
2358,2358,சைவம் மட்டுமல்ல.. நான் வெஜ் ஹோட்டலிலும் அரசு பஸ்களை நிறுத்தலாம்.. யூ டர்ன் போட்ட தமிழக அரசு ,Not only vegetarian.. I can stop government buses at veg hotel too.. Tamil Nadu government has made a U-turn.
2359,2359,இனி ஒன்லி வெஜ்..சாலையோர ஓட்டல்களில் இனி சைவம் மட்டும் தான்..அதிரடி கட்டுப்பாடுகள் விதித்த தமிழக அரசு, Now Only Veg..Now Only Vegetarian in Roadside Hotels.. Tamil Nadu Govt Imposed Action Restrictions
2360,2360,"அடேங்கப்பா... டிஎன்பிஎஸ்சி குரூப்2, குரூப் 2ஏ பதவிகளுக்கு 11.61 லட்சம் பேர் விண்ணப்பம் "," Adengappa... 11.61 Lakh Candidates Apply for TNPSC Group 2, Group 2A Posts"
2361,2361,"ரமலான் மாதம்! நோன்புக் கஞ்சி தயாரிக்க பள்ளிவாசல்களுக்கு 6,000 மெட்ரிக் டன் அரிசி! அரசு அறிவிப்பு! "," The month of Ramadan! 6,000 metric tons of rice for mosques to make nonbuk porridge! Government announcement!"
2362,2362,ஹிஜாப் தீர்ப்பு.. நீதிபதிகளுக்கு கொலை மிரட்டல்..மேலும் ஒருவரை கைது செய்த போலீசார்.. நீளும் லிஸ்ட்.! ,Hijab verdict.. Death threats to judges.. Police arrested one more.. The list goes on.!
2363,2363,ஸ்டைலா.. கெத்தா.. துபாயில் கோட் சூட்டில் கலக்குறது யாரு தெரியுதா.. நம்ம முதல்வர்தான் இது.. வேற மாறி!, Stila.. Ketha.. Who knew she was mixing in a coat suit in Dubai.. This is our chief minister.. Another variable!
2364,2364,பட்டியலின மக்களுக்கு எதிராக வேலி! கள ஆய்வில் இறங்கிய கம்யூனிஸ்ட் எம்.எல்.ஏ.க்கள்! பின்னணி என்ன? , Fence against scheduled people! Communist MLAs who have gone into the field study! What is the background?
2365,2365,ஒரே செங்கலை வச்சு அதிமுக பாஜகவுக்கு மரண அடி கொடுத்த உதயநிதி.. புகழ்ந்து தள்ளிய திண்டுக்கல் ஐ.லியோனி! ,AIADMK gave a death blow to BJP with a single brick.. Dindigul I. Leoni praised!
2366,2366,சபாஷ் ரம்யா பாரதி..சைக்கிளில் நைட் ரவுண்ட்ஸ் போன ஐபிஎஸ் அதிகாரிக்கு.. ஸ்டாலின் சுடச் சுட வாழ்த்து , Cheers Ramya Bharti.. To the IPS officer who went on night rounds on a bicycle.. Stalin congratulates him.
2367,2367,அதிர்ச்சிக்கு மேல் அதிர்ச்சி.. விருதுநகர் வரிசையில் செங்குன்றம்..சிறுமியை சிதைத்த போதைக் கும்பல்..! , Shock after shock..Senggunram in Virudhu Nagar line..Drug gang who mutilated the girl..!
2368,2368,பட்டியலின மக்கள் குறித்து அவதூறு.. விசாரணைக்கு ஆஜராகாத “சூப்பர் மாடல்”.. மீரா மிதுன் அதிரடியாக கைது! ,"""Supermodel"" who did not appear for the investigation for defamation of the listed people.. Meera Mithun was arrested in action!"
2369,2369,பெண் பத்திரிகையாளர்களை இழிவுபடுத்திய வழக்கு: எஸ்.வி.சேகர் போலீஸ் விசாரணைக்கு ஆஜராக ஹைகோர்ட் உத்தரவு , Case of defamation of women journalists: High Court orders SV Shekhar to appear before police investigation
2370,2370,தாலிக்கு தங்கம் திட்டத்தை நிறுத்தியது ஏன்? யாரை ஏமாற்றுகிறீர்கள் - பாஜக அண்ணாமலை , Why did the gold project stop for Thali? Who are you fooling - BJP Annamalai
2371,2371,"அரசு ஊழியர்களுக்கு.. ""இந்த"" நாட்களில் சம்பளம் கிடையாதாமே.. கோட்டையில் இருந்து பறந்த உத்தரவு","Govt employees.. can't get salary on ""these"" days.. orders flown from the fort"
2372,2372,சீனாவுக்கு வாங்களேன்! இந்திய பாதுகாப்பு ஆலோசகரை அழைத்த சீன வெளியுறவுத்துறை அமைச்சர் , I bought it in China! Chinese Foreign Minister Invites Indian Defense Adviser
2373,2373,"காமராஜர் பெயரில் ரூ.1,000 கோடி திட்டம்! போற்றி பாராட்டி முதல்வருக்கு நன்றி கூறும் தமிழக காங்கிரஸ்! "," 1,000 crore project in the name of Kamaraj! Tamil Nadu Congress praises and thanks the Chief Minister!"
2374,2374,ஊருக்கு தான் உபதேசம் செய்வார் அண்ணாமலை! அவதூறு அரசியலில் அவர் தோல்வியை தழுவுவார்! காங்கிரஸ் சாடல்! ,Annamalai will preach to the town itself! He will accept defeat in the politics of slander! Congress sang!
2375,2375,"தமிழர்கள் இருக்க, இந்திகாரர்கள் எதற்கு? என்.எல்.சி. வேலைவாய்ப்பு குறித்து வேல்முருகன் அறிக்கை "," If there are Tamils, why Indians? N.L.C. Velmurugan report on employment"
2376,2376,முதல்வர் ஸ்டாலின் மட்டுமில்லை.. குடும்பத்தின் முக்கியஸ்தர்களும் துபாயில்! உன்னிப்பாக கவனிக்கும் பாஜக , Not only Chief Minister Stalin.. important family members are also in Dubai! BJP is watching closely
2377,2377,மாதம் 20 வாகனங்களை சீஸ் செய்யனும்! கனிமவளத்துறை அதிகாரிகளுக்கு டார்கெட் ஃபிக்ஸ் செய்த துரைமுருகன்! ,Cheese 20 vehicles per month! Duraimurugan fixed the target for the officials of the mineral resources department!
2378,2378,"""கடவுளே பொது இடத்தை ஆக்கிரமித்தாலும்.. அதை அகற்ற உத்தரவிடுவோம்!"" சென்னை ஐகோர்ட் பரபர கருத்து"," ""Even if God encroaches on public space... we will order it to be removed!"" Chennai High Court Parapara Opinion"
2379,2379,"""ஸ்டுடியோவுக்கு வாங்க.."" அன்புடன் அழைத்த ஏ.ஆர்.ரகுமான்.. தட்டாமல் சென்ற முதல்வர் ஸ்டாலின்!"," ""Buy for the studio.."" A.R. Raghuman kindly called.. Chief Minister Stalin went without knocking!"
2380,2380,"""மத்திய அரசுக்கு எதிரான வேலை நிறுத்தம்! ஆதரவு தருகிறோம் ஆனால்.."" அமைச்சர் ராஜகண்ணப்பன் முக்கிய தகவல்","""Strike against central government! We support but.."" Minister Rajakanappan key information"
2381,2381,தமிழகத்தில் இடி மின்னலுடன் பலத்த மழை பெய்யக்கூடும்.. தொடர்ந்து 4 நாட்களுக்கு: வானிலை மையம் அறிவிப்பு, Tamil Nadu may experience heavy rain with thunder and lightning.. for 4 consecutive days: Meteorological Department Notification
2382,2382,பெட்ரோல் டீசல் விலை இன்றும் உயர்வு..வாகன ஓட்டிகள் கவலை - விலை குறையுமா என எதிர்பார்ப்பு , Petrol and diesel prices continue to rise today
2383,2383," ""ஏய்.. குடிச்சா வாசனை வருமாடி.."" ஓடும் பஸ்சில் மாறி மாறி பீர் குடித்த மாணவிகள்.. பறந்த நோட்டீஸ்","""Hey.. the smell of booze is coming.."" The students took turns drinking beer in the running bus.. the notice flew."
2384,2384, பிரபல நடிகை குட்டி பத்மினி பாஜகவில் இருந்து விலகினார்.. காரணமே இதுதான்.. மேலிடத்துக்கு பறந்த லெட்டர், Famous actress Kutty Padmini left BJP.. This is the reason.. The letter flew to the top
2385,2385,“நான் பாஜக முடிஞ்சத பாத்துக்கோ”.. விவசாய நிலம் மோசடி.. பூச்சி மருந்தை குடித்த விவசாயியின் மனைவி பலி ," ""I'm the BJP's failure""..Farmland fraud..Farmer's wife dies after drinking pesticide"
